question,options,correct_label
What is the term for genes that control the expression of other genes within specific regions of cells in the developing organism?,a) expression genes b) age genes c) data genes d) gap genes,d
"In vertebrates, what tissue is a type of connective tissue that supports the entire body structure?",a) cartilage b) bone c) blood d) collagen,b
Red blood cells don't have a nucleus. this allows them to do what?,a) heal faster b) move faster c) carry more oxygen d) be redder,c
The number of electron pairs that hold two atoms together is called?,a) bond order b) electron order c) nuclear order d) proton order,a
What occurs when the immune system makes an inflammatory response to a harmless antigen?,a) asthma attack b) allergies c) immunity d) antibodies,b
"What energy source, now making a comeback, has helped propel ships and pump water for many years?",a) wind energy b) geothermal energy c) weather energy d) solar energy,a
What is it called when the nucleus of an atom splits into two smaller nuclei?,a) cell division b) complex fission c) nuclear fission d) nuclear fusion,c
The curie (ci) is one measure of the rate of what?,a) decay b) division c) growth d) spin,a
A unique type of organism is also known as what?,a) parasites b) taxonomy c) species d) element,c
Snakes use what anatomical structure to smell scents in the air?,a) branched tongue b) forked tongue c) forked eyes d) forked tails,b
What chemical element helps forms strong bones and teeth in humans?,a) potassium b) iron c) calcium d) magnesium,c
The limit to how much solute will dissolve in a given amount of solvent is called what?,a) solubility b) potency c) strength d) density,a
What occurs when hot magma transforms rock that it contacts?,a) contact metamorphism b) changing metamorphism c) form metamorphism d) existence metamorphism,a
"What term refers to entities, events or powers regarded as being beyond nature, and cannot be explained by scientific means?",a) hypothetical b) natural c) fictional d) supernatural,d
What causes an elastic force in springs?,a) momentum b) stretching or compressing c) velocity d) freezing,b
What effect is responsible for flight paths looking curved?,a) resonant effect b) coriolis effect c) volumetric effect d) tonal effect,b
Wetlands are environments in which the soil is either permanently or periodically saturated with what?,a) water b) oil c) hydrogen d) spores,a
When the ground absorbs the water and it settles below the surface it is called what?,a) precipitation b) wastewater c) groundwater d) glacier,c
Some metabolic pathways release what by breaking down complex molecules to simpler compounds?,a) water b) energy c) hydrogen d) fat,b
What is the smallest portion of a crystal lattice?,a) element cell b) function cell c) ionic cell d) unit cell,d
What is one major cause of skin cancer?,a) ultraviolet light b) infrared light c) sunscreen d) visible light,a
Which important decomposers are known to live just about anywhere on earth?,a) sporozoans b) protazoas c) archeans d) viruses,c
"In the scientific method, what is the initial, unproven explanation for why something is occurring?",a) concepts b) hypothesis c) theories d) idea,b
What is the name of an element with a different number of neutrons?,a) mineral b) isotope c) solution d) reaction,b
Nitrogen and sulfur oxides form what type of rain?,a) common rain b) toxic rain c) heavy rain d) acid rain,d
Polyester fabric's resistance to wrinkling comes from the cross-linking of what?,a) wool strands b) velocity strands c) polymer strands d) algae strands,c
What term refers to the sequence of community and ecosystem changes after a disturbance?,a) physiological succession b) ecological succession c) disturbance succession d) progressions,b
What is the network of fibers that organizes structures and activities in the cell called?,a) cytoskeleton b) enzymes c) cytoplasm d) DNA,a
Decreasing the volume of a gas and keeping everything else the same will cause its pressure to change in what way?,a) lower b) decrease c) increase d) heat up,c
What evolutionary strategy enables substantial activity during sleep for some animals?,a) mutation b) hibernation c) reproduction d) adaptation,d
The cells of the blastocyst form an inner cell mass called the what?,a) embryoblast b) chloroplast c) blastocyst d) xerophyte,a
How do all musical instruments create sound?,a) condensation b) stimulation c) vibration d) conduction,c
"What system disorders include kidney stones, kidney failure, and urinary tract infections?",a) urinary system b) nervous system c) digestive system d) renal system,a
What type of respiration has the advantage of releasing more energy?,a) elastic b) aerobic c) kinetic d) anaerobic,b
Major climate types are based on what two things?,a) environment & precipitation b) oxygen & precipitation c) topography & temperature d) temperature & precipitation,d
"When amino acids bind together, they form a long chain called what, which is an essential component of protein?",a) polypeptide b) peptide c) enzyme d) lipids,a
What type of cells does meiosis produce?,a) child cells b) mutated cells c) haploid daughter cells d) diploid daughter cells,c
"Organisms that lack both a nucleus and membrane-bound organelles are known as what, in general?",a) photosynthetic b) trophic c) prokaryotic d) barren,c
What happens to most of the energy in a trophic level as it passes to the next higher level?,a) it stays the same b) it is lost c) it is transferred d) it increases,b
What is the name for a specific amount of solute that can dissolve in a given amount of solvent?,a) concentration b) solubility c) humidity d) viscosity,b
What is freshwater below the earth's surface called?,a) sediment b) geyser c) groundwater d) precipitation,c
What forms when crystals precipitate out from a liquid?,a) chemical sedimentary rocks b) plasma sedimentary rocks c) liquid sedimentary rocks d) plants sedimentary rocks,a
What do people build to protect areas from floods?,a) sewers b) dams c) reinforced walls d) drains,b
What system of the body is responsible for ultimately ridding it of waste and excess water?,a) respiratory system b) digestive system c) excretory system d) circulatory system,c
What's it called when there's a sudden flow of mud?,a) avalanche b) sediment c) mudflow d) dirt bath,c
Which zone is located below 200 meters from the surface?,a) mesopelagic b) observable zone c) aphotic zone d) epipelagic,c
Food chewed evenly during mastication moisten and lubricate the lining of the mouth and this?,a) larynx b) pharynx c) esophagus d) trachea,b
Photosynthesis is initiated by what hitting plants?,a) moisture b) dirt c) air d) sunlight,d
What is the process of drawing general conclusions based on many pieces of evidence?,a) experimental reasoning b) primitive reasoning c) quantum reasoning d) inductive reasoning,d
Name the fibrous joint in which two parallel bones are united to each other by fibrous connective tissue.,a) gomphosis b) cartilage c) syndesmosis d) suture,c
What's the best way humans can conserve water?,a) boil it b) use more c) use less d) salt it,c
"Although fewer in number than chemical synapses, what type of synapses are found in all nervous systems and play important and unique roles?",a) beginning synapses b) duplicating synapses c) dual synapses d) electrical synapses,d
